given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id,cluster_id
tristan,hunting,22.0,jerrabomberra avenue,elamon cottage,tornto,4873,qld,19430818.0,3648446,28278,1058
kirar,neville,23.0,rene street,medical centre,burpengary,2747,qld,19140824.0,2031372,71500,1722
kristen,capurso,67.0,bosworth circuit,monier square,magra,4075,vic,19170201.0,7204184,91928,1097
zachay,hope,64.0,costello circuit,foxzla,mosman,2280,nsw,19390217.0,2473890,48563,242
jessica,whle,14.0,blue shadows,pambula street,surry hills,2541,nsw,19341001.0,6125303,55586,1723
emma,golder,381.0,fullerton crescent,carey park,campsie,2107,qld,19260419.0,1677968,6844,894
joshua,reid,273.0,goyderstreet,loughmore,adelaide,2484,vic,19730628.0,9653869,28129,694
shelby,stodart,10.0,currong street,woodrose,dorrigo,2614,nsw,19731031.0,3832597,56867,1724
bkows,luc y,1.0,kriewaldt circuit,rosehill,torfquay,3084,sa,,4309304,42420,1725
jake,rhyne,32.0,walker crescent,glencot,burwood,3106,nsw,19511109.0,2471300,30717,1726
paul,coleman,35.0,fiskstrneet,shopping centre,north ryde,2720,sa,19940821.0,7652642,7076,367
christian,minarss,3.0,cox street,bays hospital,sunshine,2153,qld,19890812.0,5492745,14364,1368
zachary,clarke,2.0,port jackson circuit,masonic memorial village,minchinbury,4470,sa,19731003.0,4301419,25674,900
holly,stoker,5.0,ballumbir street,sunnyehikls,kirrawee,6090,vic,19300121.0,8123371,44178,246
cade,muhsam,583.0,holder street,frm 654,kingston beach,2620,tas,19040606.0,1082057,58456,1727
lauren,crea,18.0,city walk,,athol park,3081,vic,19960613.0,1646449,39761,512
giorgia,frahn,62.0,handasyde street,ramano estate locn 1,tallebudgera,4506,vic,19670206.0,9724789,14508,1728
datcy,shepherd,23.0,,utn 2,kinross,2540,nsw,19771226.0,6039792,69591,1729
mia,paulka,211.0,bourne s treet,,ballina,3975,vic,19260122.0,4721250,61152,1730
emiily,vodden,41.0,arcxdia,clement place,stjohsn park,2179,nsw,19811218.0,9588930,45056,1731
natassia,blake,37.0,watgania,kathner street,batemans bay,7004,act,19000911.0,8022390,62433,478
teneille,lamprey,36.0,forrest place,terra nostra,bayswater north,4160,vic,19281101.0,9687938,48204,783
breeanne,dibben,6.0,collicott circuit,,loganholme,2317,nsw,19241203.0,6261895,58086,370
williaj,bracci,13.0,hann street,upper flat,campfhill,2154,nsw,19470617.0,7315857,47355,1732
amy,beckwith,68.0,barkooo,john cleland crescent,blackheath,2036,qld,19160228.0,2583601,94695,1733
ryan,shepherd,82.0,kitchener street,unt 1,slacks creek,3040,,19870928.0,4515379,34939,1734
kaysey,kon,1.0,gaylard place,ohio stiaon,,5009,vid,19600828.0,8475924,33820,260
jed,coulson,,selwyn street,c ooee,waverley,2765,nsw,19780824.0,7120764,31794,1735
bradley,gershon,70.0,dalrymple street,john flynn medical centre,,3264,sa,19930712.0,5762612,62925,1736
christopher,clarke,14.0,rene street,,crows nest,4754,sa,19851127.0,5181141,47226,749
oliver,szeszwcki,10.0,,,currajong,2228,sa,19720315.0,4739075,80166,757
cameron,stanley,2.0,majura road,goughs bay,bayswater,2117,wa,19511004.0,1301653,47399,1737
brain,benjamin,,leahy zlose,elizabeth residenvtial village,dover heights,2164,nsw,19240924.0,9191751,61317,884
riley,wegemer,45.0,phillip avenue,walhalla,cremorne,3937,wa,19540621.0,3741613,31382,143
jarvis,denholm,95.0,derrington crescent,headland garden,centennial park,2073,nsw,19750315.0,3771528,98842,1359
noah,weavell,20.0,bromell ciecuit,eveston park,new town,3934,tas,19980505.0,7187048,92400,1283
grace,morrison,4.0,wilkins street,,wisemans ferry,4220,qld,19880415.0,8612252,75617,1738
sena,mccarthy,7.0,beazley crescent,tinatgel,broadford,4076,act,19561005.0,2726910,84222,1739
william,bracci,13.0,hann treet,upper flat,camp hill,2159,nsw,19470617.0,7315057,93853,1732
emiily,beams,1.0,tarrabool street,fronda,anderrove,2075,qld,19011124.0,6512231,65040,1192
anthony,carbone,28.0,hugh mckayecrescent,,mount pleasant,2617,nsw,19531030.0,8781631,82084,1675
tal ia,hilton,16.0,lunn pace,,camperdown,3752,vic,19201231.0,9206639,47854,1740
dyan,zilm,43.0,blamey crescent,condnup,wattle glen,4211,vic,19671229.0,4892613,47949,10
erin,cresp,2.0,clarey crescent,walnut grove estate,wingham,3199,nsw,19430721.0,6489739,52111,1741
reece,lyden,4.0,cobar place,deergarden caravn park,marulan,2020,sa,19010824.0,2283023,236,303
,rysn,26.0,lance hill avenue,cameroo,forest hill,3020,nsw,19720615.0,7563426,44010,1742
maxin,hewson,48.0,ammon place,inglewood,ivanhoe,5048,vic,19781215.0,7902006,20779,1232
leon,haar,24.0,inwood place,brindabella specialist centre,newcastle,4019,vic,19930327.0,5674799,69011,968
ayden,whit,711.0,dines place,ocean park towers,garran,2506,vic,19390830.0,7585098,55067,843
anthony,vijiaraj,26.0,moon place,crower,chinchilla,5453,qld,19871031.0,7277540,55538,1028
james,croker,24.0,aston crescent,loma langie,cooberpedy,4305,nsw,19170923.0,9477785,60315,951
keira,browne,23.0,teakle place,brinjarry,penshurst,3199,wa,19791215.0,3267500,14592,1743
ca itlin,menzies,,adair street,kilnacrott,wentworth falls,2304,nsw,19190514.0,8126161,7221,1552
olivia,shepherd,39.0,burnag place,rowethorpe,magill,3183,nsw,19320907.0,5731308,29089,14
charlotte,orchard,3.0,dickinson street,kalinda park,narellan,4551,wa,19850330.0,3193520,9217,1744
jessica,schumann,8.0,wilkinson street,tintagel,penrith,4111,qld,19160902.0,1077134,65248,1745
wilh,hefford,1.0,solly place,margaret river carvn park,port pirie,5000,nsw,19520917.0,1267536,67856,1746
daniel,tqow,20.0,,glenlee,blakeview,5089,sa,19310724.0,9926473,85312,1268
daniel,riding,228.0,antill street,,,6001,tas,19090516.0,2525592,71839,1747
jaykob,clarke,75.0,mileham street,kimberley,dalby,2170,wa,19000919.0,9245172,16385,1748
karla,rump,39.0,hilder street,,normabhurst,3219,wa,19010414.0,7537136,7033,658
jake,berry,31.0,boolee street,noss,burleigh waters,2133,qld,19121215.0,3029548,31889,1749
flynn,crea,45.0,,berkeley village,lismore,2068,nsw,19610318.0,7062906,970,211
bailey,mazurkiewicz,26.0,o'hara close,caravn park,mosman,2486,nsw,19131214.0,5855784,36415,1750
benjamin,matthews,36.0,,anzac house (cnr archer s street,torquay,3672,sa,19221224.0,3995925,91782,1751
jessica,rivera,14.0,quick street,jasmine ldoge,kingsthorpe,5605,,19620906.0,1054434,9126,811
lara,slpee,11.0,lamington street,rosehill,albany creek,6020,wa,19010927.0,2204911,18828,30
david,sydorenko,12.0,fuhrman street,the manor braeside,sefton park,3153,vic,,1746512,68234,1752
hollie,lillie-hinrichs,27.0,hemmings crescent,kilvinton village,banyo,4030,,19251130.0,4920253,11280,9
reece,lyden,4.0,cobar lpace,deergarden caravn park,marulan,2002,sa,19881122.0,2283032,78118,303
lucida,mcneill,7.0,ashburton circuit,malekula,,3223,qld,19090228.0,4361711,23803,200
lily,priest,29.0,nemarang crescent,yellow dam,westmead,2250,tas,19401205.0,2293160,70833,1548
silas,butter,1.0,tubruubcca,burkitt s treet,canley vale,2031,nsw,19431110.0,7275629,10527,1753
stubbs,jaxck,150.0,heard sreet,summerset,st agnes,5344,qld,19890526.0,1690126,74728,1754
liam,pulford,6.0,theodore street,tarwyn park,penrith,4816,qld,19700908.0,6254692,1144,1755
wztkin,raquel,2.0,albermarle place,hamilton central,auburn,6318,vic,19170312.0,7699627,87928,1756
chelsea,ronan,161.0,murphy street,racecourse,urangan,4869,vic,19350815.0,8318674,89805,1757
samantha,forshaw,24.0,mcmillan crescent,tarwong,thebarton,3178,nsw,19140807.0,8586103,33467,337
zacyary,rollins,8.0,fimistericircuit,wathonga,brown hill,5032,nsw,,2423787,35043,1758
connor,clarke,39.0,de chair street,wilding,peakhurst,5204,vic,19450907.0,1230316,86694,1759
thomas,miles,18.0,caley cruscent,,sunshine,4703,sa,19620721.0,8287970,3384,1760
alexander,mccarthy,17.0,collings street,balala dtation,blakehurst,2913,qld,19280419.0,1582861,97269,1597
emiilh,,36.0,barclay street,wangrah,airlie beach,4780,vic,19090420.0,4870757,8673,384
lachlan,bishop,112.0,newman morris circuit,granny flat rear,bellambi,2038,nsw,19541027.0,4547925,32009,1761
emiily,robson,97.0,bungoniastreet,st francis vlge,dianella,5066,wa,19420828.0,9454883,27829,1397
,malin,197.0,deamer crescent,westmead accom,st clair,4879,act,19461215.0,1332042,62750,1762
caleb,white,35.0,griffiths street,berragoon,mount isa,2122,sa,19130405.0,5957560,3020,1683
shona,arbuckle,4.0,sprent street,anderwood,keysborough,6009,vic,19191013.0,6310771,53367,1763
benjamin,schwinghammer,14.0,shenton crescent,kilnacrott,camden,3820,nt,19570329.0,4830631,73881,1764
geofge,riddell,2.0,knoke avenue,bonnie doon,manly vale,4405,sa,19360413.0,2523840,74709,291
isabella,rundle,3.0,fawkner street,emerald agrigultural college,pottsville,6154,nsw,,6097070,71147,134
grace,friebel,,edwell place,villa 2,moorabbin,2117,wa,19151028.0,7313566,79895,1765
zarran,bradshaw,89.0,carnegie crescent,,,6147,nsw,19350707.0,7831798,23807,1766
noah,homahnn,30.0,cowper street,,toorak,3551,vic,19940914.0,4356988,16449,1102
emma,goldesr,381.0,fullerton crescent,care ypark,campsie,2107,qld,19260419.0,1677968,68901,894
dillon,stubbs,40.0,murphy street,the swamp,salisbury east,7305,sa,19851018.0,8097614,58233,756
samuel,milburn,57.0,skirving place,,kyabram,2191,nsw,19721128.0,9177714,67520,1767
pwige,sach,1.0,,renown,gawler west,2031,nsw,19791109.0,2530372,61284,1768
tynan,pota,39.0,ijong street,smthfld,eimeo,4076,nsw,19160119.0,8487584,31043,1769
danielle,reid,17.0,kootara crescent,,wannissa,4220,wa,19530118.0,3310083,8447,1099
koula,liddy,33.0,perry drive,withern house,devonport,5097,wa,19871115.0,6488432,66695,1770
lucy,sandman,11.0,vincent place,the spur,camden south,3199,nsw,19830308.0,2887497,37889,1771
stephanie,white,7.0,tambo street,dunfieldp ark,eight mile plains,3711,nsw,19460625.0,9261342,37585,596
tahni,murton,11.0,macfarland crescent,,ryde,3220,,19231110.0,4111794,46281,19
ebony,morby,,macgillivray street,condavale,armidale,2111,nsw,19840906.0,3945914,75209,1480
kobe,george,19.0,tenison-woods circuit,cliff house 2,frankston,3028,qld,19960914.0,8823656,29414,1772
barnagy,egan,13.0,britten-jones drive,rawdon,kaleen,4304,vic,19270529.0,6442215,48103,157
jon,humphreys,3.0,gangele street,eastwood co ttage,woy woy,4400,vic,19890520.0,6017011,77560,1773
mackenzie,buzow,80.0,snowden place,windsor lodge,greenhill,2152,nsw,19420118.0,2858815,214,1657
bianca,matthews,5.0,wentworth avenue,mt pleasant,toowoomba,6743,nsw,19140128.0,1935299,96500,1035
isabella,mson,8.0,emerald agriglutural college,fawkner street,pottsville,6154,nsw,,6097070,91070,1774
,leslie,5.0,edmondsoqn street,baringa cottage,gorokan,3032,nsw,19390623.0,4197267,7373,1116
judag,jeffries,,condamine street,tinaroo falls,canterbury,2165,nsw,19350906.0,6982633,65377,646
,gillard,62.0,matina sntreet,sun city resort,ascotp ark,4107,wa,19760203.0,9491843,66608,234
chelsea,colquhoun,22.0,tillyard drive,rowethorpe,noarlunga downs,2800,nsw,19690220.0,4281779,34128,632
lachlan,kerslake,555.0,cossington smith crescent,deuverney,clovelly,3197,vic,19901030.0,8553054,94747,1775
micaela,thrussell,27.0,markellb place,nunnlok,frenchs forest,6782,qld,19250608.0,7131335,3404,121
jake,burnell,34.0,bennelong crescent,gret amain,ivanhoe,5066,nsw,19360809.0,9639692,74769,280
sam,stephenson,432.0,geeves curt,,logan reserve,4160,vic,19300207.0,7577085,16043,557
jarvis,matthews,95.0,derrington crescent,the meadows,centennial park,2077,nsw,19750315.0,3771528,99142,669
luke,hindess,45.0,gledden street,nairnlodge,clarence park,4703,qld,19011024.0,1089096,2739,1776
zachary,owerko,4.0,bendigo street,maroubra beach,maclean,2756,,19470101.0,4914201,52921,659
harry,mcneill,11.0,,,bicton,6751,nsw,19920730.0,5511748,96661,1777
charie,prumavera,16.0,dawes street,st francis vlge,dover heights,2533,nsw,19250314.0,3173638,80852,186
harry,tippins,86.0,bussauw close,,klemziog,4005,nsw,19490706.0,7994028,25665,378
sophie,petersen,141.0,ivo whitton circuit,flr 5 john flynn medical centre,singleton heights,3094,nsw,19440521.0,1237520,53742,1778
matthew,seddon,195.0,collingridge street,port 366,paralowie,3803,nsw,19920305.0,6514580,11929,228
nicole,carbone,46.0,schlich street,simpson army barracks,toowoomba,3000,wa,19030926.0,8190756,61020,857
benjamin,larg,189.0,wilson atreet,suunybrae,belrose,2067,tas,19451103.0,9646332,94550,1104
beth,bambling,38.0,maclagan street,centennial glen,gowanbrae,5062,nsw,19640705.0,5577694,14691,1779
caresse,lyden,1.0,nemarang crescent,sunnyspot farm,nunawading,3199,sa,19250803.0,3017029,6617,800
jinni,ongley,5.0,derrington crescent,mt sutrt,wahroonga,6007,vic,19200511.0,1805536,25999,1270
daniele,marceta,57.0,halford crescent,kamilaroi cottage,lakes entrance,6072,wa,19820807.0,8788410,69917,1780
sam,stephenson,432.0,mossburn,geeves court,logan reserve,4160,qld,19300207.0,7577085,70806,557
bridget,crosswell,61.0,parkhill street,blueberry hill,warnbro,3148,sa,19640129.0,8277929,12241,1781
liam,roebuck,9.0,ashby circuit,belgrade park,padstow,3002,nsw,19591028.0,3685347,97359,1782
hayden,covino,10.0,deamer crescent,glengar iffe,north tyde,2750,qld,19541104.0,2494239,99125,1440
macy,klemm,20.0,bonython street,,aitkenvale,2485,vic,19970322.0,7990048,33790,799
spicer,anika,39.0,melrosel drive,rmbe 770,view bank,2076,nsw,19861012.0,5087622,76480,1783
jaden,collier,4.0,hale place,taronva,nightcliff,3193,nsw,19331205.0,3528865,47998,1607
bianca,tunstall,3.0,hoban place,birubi point caravn park,palmerston,3144,sa,19280123.0,1340988,87073,1784
samantha,drechsler,52.0,mara place,tower b rockdale,rochedale south,5495,nsw,19330422.0,8882745,86322,739
wittchen,ewan,8.0,barnettlcose,ronobri,bonnellsebay,2295,vic,19920618.0,9662319,18880,1785
xani,green,,phill ip avenue,,armidale,5108,nsw,19390410.0,9201057,45084,847
bailey,white,19.0,araluen street,,coralville,2114,qld,19131103.0,4312580,71453,1057
adam,eveston,11.0,kirkland circuit,warrawong,,2192,act,19940623.0,7917723,71958,880
mitchell,chanter,1.0,learmonth drive,bayview towers,benowa,3150,qld,19220713.0,7191519,73919,1786
james,sebregts,30.0,holden crescent,,greensboough,3300,nsw,19040404.0,5342529,88662,1497
,vassiliotis,39.0,mortimer lewis drive,hattah-k ulkyne,leongatha,5022,nsw,19910804.0,4669127,95936,1360
chelsea,morrison,6.0,hansen circuit,public building,golden bay,2680,nsw,19621020.0,6038747,53164,1787
zac,maynard,142.0,spowers circuit,,nambour,3500,vic,19041015.0,8703080,57745,1150
tiarna,reis,147.0,dines place,brentwood vlge,athelstone,2250,vic,19820122.0,4863287,75400,1279
kexel,amber,49.0,daintree crescent,,new farm,4061,vic,,9952722,83582,1788
fyynlay,delfos,151.0,yumba avenue,karobean,frankston,7051,qld,19410702.0,2399211,57334,1789
blaye,stanfield,9.0,nimbin street,glenlee,arundel,3034,nsw,19970826.0,4080455,9273,1460
benjamin,santangelo,8.0,case place,roseglen,winthrop,3020,vic,19140729.0,2496528,4118,1108
nathan,afford,51.0,standbridge place,moriah fields,orange,3073,wa,,8483826,22641,1790
alexandra,rohleader,2.0,kurrama close,albiongrove,kilmore,4218,sa,19260609.0,4210279,78738,398
freya,springthorpe,5.0,mina wylie crescent,locn 3439,st clair,6158,nsw,19120525.0,7654842,84164,1791
brydee,westermann,13.0,burkitt street,mlc centre,banks,3350,vic,19910126.0,1387695,92884,125
kira,blowes,4.0,goyder street,bellfield,davistown,2166,sa,19890603.0,1610583,34104,563
brooklyn,van de kamp,29.0,nummerak close,weerona grabben gullen,clifton springs,5097,nsw,19900906.0,1277188,37635,1792
willow,bennell,82.0,holyman s treet,,wetherill park,3030,,19330323.0,6683840,33521,1231
timohy,nevilel,21.0,fihelly street,villa 2,st lcuia,3108,wa,19781123.0,1955388,26939,182
madeleine,bibb,22.0,henty street,walea,nambour,4500,tas,19970902.0,9875243,25869,887
mila,tongyode,195.0,dingo dlats,touristpark,gray,3620,vic,19071010.0,8299710,99876,657
danidlle,fleet,26.0,watterson place,,elsternwick,2450,nsw,19660616.0,7967457,97232,1793
makayla,thorpe,15.0,macdonnell street,yakilli park,kogarah,3450,qld,19440116.0,1754223,4982,1794
olivia,tiffin,1.0,de lissa street,sunnyspot farm,peregian beach,3500,tas,19110102.0,2900307,2006,1795
emiily,,309.0,star close,silverweir,yarram,4505,vic,19950402.0,5928066,71852,893
sophie,bullock,6.0,boolee street,,port fairy,6076,sa,19510426.0,3859714,21666,371
david,goldsworthy,8.0,palmer street,kilburnie,caulfield north,2200,vic,19650226.0,3383985,42855,1796
louise,breheny,13.0,hawker street,byamee,woodcroft,2165,sa,19460104.0,3854020,42390,1797
emiily,pardey,678.0,cane place,rhodes cottage,gidgegannup,2097,nsw,19710322.0,4534889,13667,1798
cadwallader,cooper,48.0,mckillopc ircuit,ohio ststion,kellyikle,4165,vic,19560918.0,9773620,21110,1799
chelsea,o'day,115.0,,woodleigh,woodlands,3179,nsw,19060726.0,9669480,71779,1245
eboni,pantazopoulos,147.0,allott place,wyoming park,aldgate,2325,sa,19860807.0,9030076,96101,745
lily,ho,495.0,mccabe crescent,apple cottage,bellevue hill,2758,qld,,8123343,70587,1800
sophie,pasoce,160.0,,lamingtonnstional,pacific paradise,3248,sa,19941127.0,9967952,83548,1801
melissa,redmeind,11.0,crawford crescent,braemore,monbulk,4852,sa,19501114.0,7547575,58007,1802
barnaby,siggins,51.0,hurley street,lakes retirement estate,kempsey,5162,vic,19981021.0,5752610,58088,1803
alisa,ezis,55.0,lowerson place,littled ale,heahtfield,6006,vic,19910312.0,8388422,44919,1804
brooke,nguyen,,truganini place,tallinga park,chelsea heights,6062,vic,19240812.0,8781682,8062,802
darcy,shepherd,23.0,,unt 2,kinrsos,2540,nsw,19771226.0,6039792,10313,1729
hamish,gilles,157.0,godfrey street,cassadraeen,burleigh wqters,2370,nsw,19180822.0,6415612,54073,992
samuel,voivodich,43.0,manton place,brentwod o vlge,budtdina,4218,nsw,19820724.0,2733496,70264,606
cannell,elal,18.0,mainwaring rich circuit,kincumbern autical vlge,asquith,4075,nsw,19570915.0,2076456,4594,674
abby,robsno,19.0,anzac park,chanak,ettalong,3149,qld,19840131.0,7511641,6498,1721
georgia,cookson,27.0,turner place,kapeia,salisbury east,3804,qld,19530305.0,2134191,77845,1805
kaitlin,dixon,33.0,ware place,spylaw farm,morwell,2617,nsw,19420804.0,4342419,83025,1543
dominmic,dixon,40.0,candlebark close,elmwood,orangr,4178,act,19420309.0,4798978,8100,1321
,morrison,42.0,parnell place,,davistown,2580,nsw,19620915.0,3101161,95087,1416
stephatnie,spogn,119.0,kenyon circuit,waverley lodge,normannhurst,3182,nsw,19430901.0,6128280,83011,1612
henry,bloomfield,97.0,mcdougall street,bendigo retirement village,rosebud,4563,wa,19321112.0,1646845,62373,426
charlie,roussounis,13.0,gledden street,woorabinda,craigomre,6076,nsw,19461111.0,7379154,26200,54
kyra,wilde,26.0,groom street,binbimbie,young,3859,qld,19220601.0,6073461,76388,1498
christian,white,10.0,boolee street,noss,doubleview,4352,nsw,19491125.0,2992541,83899,354
melissa,redmondu,11.0,braemore,alroy circuit,long jetty,4852,sa,19501114.0,7547575,91613,1567
reece,garn egt,,maclagan street,environa,carlingford,879,nt,19390828.0,3123598,22849,1806
alia,dobrzycki,3.0,brittlebankcircuit,yarratbah,loganlea,2790,vic,19960130.0,4588807,7523,1376
ronan,anthomy,100.0,newman morris circuit,old lake thotel,chittering,2148,vic,19710321.0,5778625,97680,1577
emmet,george,,curtin shopping centre,palm lake resort,newington,4860,sa,19860806.0,4029448,18402,560
zacariah,morcom,8.0,dixon drive,bletchly park,toowoomba,2068,wa,19020803.0,1961455,85771,1807
caleb,lund,,dookie street,yarraibe,harrictown,3218,nsw,19340220.0,3084413,37877,1165
kimberly,pavli,346.0,pennefather street,,north sycney,3056,nsw,19600628.0,8999689,33207,494
